# academic.paper_trend — 화장품 성분·주제별 월간 논문 수
#
# 소스가 다르면 세는 대상이 다르다. 절대값을 합치거나 이어붙이지 말 것.
#   PubMed      MeSH 확장 주제매칭. 'cosmetic' 이라는 단어가 없는 논문까지 닿는다.
#   Europe PMC  생명과학 색인. 프리프린트와 특허를 포함한다.
# 2019-01 'cosmetic' 이 각각 1205 / 843 인 것은 이견이 아니라 두 개의 다른 질문이다.
#
# 최근 2~3개월은 색인 지연으로 항상 과소집계된다. 하락으로 읽지 말 것.
# 절대 건수가 한 자릿수인 검색어(ethylhexyl triazone 등)는 배수를 쓰면 안 된다 —
# 연 논문 두세 편 차이가 3배로 보인다.
#
# PubMed 1월은 나머지 달의 1.65~2.40배다. 측정한 10개 검색어 전부에서 예외 없이 그렇고,
# Europe PMC 는 1.16배로 훨씬 약하다. 모든 성분이 같은 방향으로 튀므로 성분 얘기가 아니라
# 연초 게재일 몰림에 따른 색인 아티팩트다. 연 단위 비교(paper_growth)는 1월을 양쪽이 한
# 번씩 포함하므로 안전하고, 월별 계열(paper_trend)을 그리면 매년 1월에 봉우리가 선다.
source,query,period,count
europepmc,ethylhexyl triazone,2024-04-01,1
europepmc,ethylhexyl triazone,2024-05-01,2
europepmc,ethylhexyl triazone,2024-06-01,0
europepmc,ethylhexyl triazone,2024-07-01,0
europepmc,ethylhexyl triazone,2024-08-01,1
europepmc,ethylhexyl triazone,2024-09-01,1
europepmc,ethylhexyl triazone,2024-10-01,3
europepmc,ethylhexyl triazone,2024-11-01,2
europepmc,ethylhexyl triazone,2024-12-01,2
europepmc,ethylhexyl triazone,2025-01-01,1
europepmc,ethylhexyl triazone,2025-02-01,1
europepmc,ethylhexyl triazone,2025-03-01,2
europepmc,ethylhexyl triazone,2025-04-01,0
europepmc,ethylhexyl triazone,2025-05-01,0
europepmc,ethylhexyl triazone,2025-06-01,1
europepmc,ethylhexyl triazone,2025-07-01,4
europepmc,ethylhexyl triazone,2025-08-01,2
europepmc,ethylhexyl triazone,2025-09-01,3
europepmc,ethylhexyl triazone,2025-10-01,2
europepmc,ethylhexyl triazone,2025-11-01,1
europepmc,ethylhexyl triazone,2025-12-01,2
europepmc,ethylhexyl triazone,2026-01-01,2
europepmc,ethylhexyl triazone,2026-02-01,3
europepmc,ethylhexyl triazone,2026-03-01,1
europepmc,ethylhexyl triazone,2026-04-01,2
europepmc,ethylhexyl triazone,2026-05-01,1
europepmc,ethylhexyl triazone,2026-06-01,0
europepmc,ethylhexyl triazone,2026-07-01,3
europepmc,ethylhexyl triazone,2026-08-01,0
europepmc,exosome,2019-01-01,440
europepmc,exosome,2019-02-01,313
europepmc,exosome,2019-03-01,387
europepmc,exosome,2019-04-01,367
europepmc,exosome,2019-05-01,421
europepmc,exosome,2019-06-01,345
europepmc,exosome,2019-07-01,385
europepmc,exosome,2019-08-01,392
europepmc,exosome,2019-09-01,366
europepmc,exosome,2019-10-01,399
europepmc,exosome,2019-11-01,439
europepmc,exosome,2019-12-01,427
europepmc,exosome,2020-01-01,586
europepmc,exosome,2020-02-01,457
europepmc,exosome,2020-03-01,442
europepmc,exosome,2020-04-01,465
europepmc,exosome,2020-05-01,556
europepmc,exosome,2020-06-01,544
europepmc,exosome,2020-07-01,616
europepmc,exosome,2020-08-01,581
europepmc,exosome,2020-09-01,611
europepmc,exosome,2020-10-01,602
europepmc,exosome,2020-11-01,585
europepmc,exosome,2020-12-01,575
europepmc,exosome,2021-01-01,783
europepmc,exosome,2021-02-01,640
europepmc,exosome,2021-03-01,709
europepmc,exosome,2021-04-01,618
europepmc,exosome,2021-05-01,691
europepmc,exosome,2021-06-01,696
europepmc,exosome,2021-07-01,662
europepmc,exosome,2021-08-01,679
europepmc,exosome,2021-09-01,675
europepmc,exosome,2021-10-01,677
europepmc,exosome,2021-11-01,630
europepmc,exosome,2021-12-01,709
europepmc,exosome,2022-01-01,894
europepmc,exosome,2022-02-01,613
europepmc,exosome,2022-03-01,703
europepmc,exosome,2022-04-01,655
europepmc,exosome,2022-05-01,703
europepmc,exosome,2022-06-01,759
europepmc,exosome,2022-07-01,710
europepmc,exosome,2022-08-01,811
europepmc,exosome,2022-09-01,745
europepmc,exosome,2022-10-01,752
europepmc,exosome,2022-11-01,730
europepmc,exosome,2022-12-01,700
europepmc,exosome,2023-01-01,902
europepmc,exosome,2023-02-01,715
europepmc,exosome,2023-03-01,784
europepmc,exosome,2023-04-01,643
europepmc,exosome,2023-05-01,722
europepmc,exosome,2023-06-01,645
europepmc,exosome,2023-07-01,633
europepmc,exosome,2023-08-01,675
europepmc,exosome,2023-09-01,665
europepmc,exosome,2023-10-01,655
europepmc,exosome,2023-11-01,675
europepmc,exosome,2023-12-01,614
europepmc,exosome,2024-01-01,875
europepmc,exosome,2024-02-01,659
europepmc,exosome,2024-03-01,630
europepmc,exosome,2024-04-01,720
europepmc,exosome,2024-05-01,765
europepmc,exosome,2024-06-01,600
europepmc,exosome,2024-07-01,708
europepmc,exosome,2024-08-01,751
europepmc,exosome,2024-09-01,674
europepmc,exosome,2024-10-01,735
europepmc,exosome,2024-11-01,708
europepmc,exosome,2024-12-01,697
europepmc,exosome,2025-01-01,930
europepmc,exosome,2025-02-01,766
europepmc,exosome,2025-03-01,842
europepmc,exosome,2025-04-01,919
europepmc,exosome,2025-05-01,887
europepmc,exosome,2025-06-01,849
europepmc,exosome,2025-07-01,1051
europepmc,exosome,2025-08-01,901
europepmc,exosome,2025-09-01,895
europepmc,exosome,2025-10-01,1016
europepmc,exosome,2025-11-01,944
europepmc,exosome,2025-12-01,1010
europepmc,exosome,2026-01-01,1177
europepmc,exosome,2026-02-01,932
europepmc,exosome,2026-03-01,978
europepmc,exosome,2026-04-01,984
europepmc,exosome,2026-05-01,897
europepmc,exosome,2026-06-01,666
europepmc,exosome,2026-07-01,295
europepmc,exosome,2026-08-01,158
europepmc,hyaluronic acid,2019-01-01,498
europepmc,hyaluronic acid,2019-02-01,347
europepmc,hyaluronic acid,2019-03-01,326
europepmc,hyaluronic acid,2019-04-01,422
europepmc,hyaluronic acid,2019-05-01,432
europepmc,hyaluronic acid,2019-06-01,395
europepmc,hyaluronic acid,2019-07-01,434
europepmc,hyaluronic acid,2019-08-01,383
europepmc,hyaluronic acid,2019-09-01,358
europepmc,hyaluronic acid,2019-10-01,392
europepmc,hyaluronic acid,2019-11-01,402
europepmc,hyaluronic acid,2019-12-01,420
europepmc,hyaluronic acid,2020-01-01,585
europepmc,hyaluronic acid,2020-02-01,455
europepmc,hyaluronic acid,2020-03-01,480
europepmc,hyaluronic acid,2020-04-01,517
europepmc,hyaluronic acid,2020-05-01,502
europepmc,hyaluronic acid,2020-06-01,563
europepmc,hyaluronic acid,2020-07-01,661
europepmc,hyaluronic acid,2020-08-01,537
europepmc,hyaluronic acid,2020-09-01,582
europepmc,hyaluronic acid,2020-10-01,626
europepmc,hyaluronic acid,2020-11-01,531
europepmc,hyaluronic acid,2020-12-01,588
europepmc,hyaluronic acid,2021-01-01,770
europepmc,hyaluronic acid,2021-02-01,628
europepmc,hyaluronic acid,2021-03-01,775
europepmc,hyaluronic acid,2021-04-01,669
europepmc,hyaluronic acid,2021-05-01,681
europepmc,hyaluronic acid,2021-06-01,697
europepmc,hyaluronic acid,2021-07-01,673
europepmc,hyaluronic acid,2021-08-01,626
europepmc,hyaluronic acid,2021-09-01,723
europepmc,hyaluronic acid,2021-10-01,696
europepmc,hyaluronic acid,2021-11-01,703
europepmc,hyaluronic acid,2021-12-01,717
europepmc,hyaluronic acid,2022-01-01,875
europepmc,hyaluronic acid,2022-02-01,685
europepmc,hyaluronic acid,2022-03-01,747
europepmc,hyaluronic acid,2022-04-01,688
europepmc,hyaluronic acid,2022-05-01,759
europepmc,hyaluronic acid,2022-06-01,703
europepmc,hyaluronic acid,2022-07-01,778
europepmc,hyaluronic acid,2022-08-01,752
europepmc,hyaluronic acid,2022-09-01,817
europepmc,hyaluronic acid,2022-10-01,771
europepmc,hyaluronic acid,2022-11-01,826
europepmc,hyaluronic acid,2022-12-01,861
europepmc,hyaluronic acid,2023-01-01,915
europepmc,hyaluronic acid,2023-02-01,789
europepmc,hyaluronic acid,2023-03-01,827
europepmc,hyaluronic acid,2023-04-01,760
europepmc,hyaluronic acid,2023-05-01,761
europepmc,hyaluronic acid,2023-06-01,769
europepmc,hyaluronic acid,2023-07-01,752
europepmc,hyaluronic acid,2023-08-01,754
europepmc,hyaluronic acid,2023-09-01,682
europepmc,hyaluronic acid,2023-10-01,709
europepmc,hyaluronic acid,2023-11-01,760
europepmc,hyaluronic acid,2023-12-01,711
europepmc,hyaluronic acid,2024-01-01,876
europepmc,hyaluronic acid,2024-02-01,750
europepmc,hyaluronic acid,2024-03-01,755
europepmc,hyaluronic acid,2024-04-01,755
europepmc,hyaluronic acid,2024-05-01,821
europepmc,hyaluronic acid,2024-06-01,818
europepmc,hyaluronic acid,2024-07-01,895
europepmc,hyaluronic acid,2024-08-01,813
europepmc,hyaluronic acid,2024-09-01,912
europepmc,hyaluronic acid,2024-10-01,874
europepmc,hyaluronic acid,2024-11-01,928
europepmc,hyaluronic acid,2024-12-01,843
europepmc,hyaluronic acid,2025-01-01,1129
europepmc,hyaluronic acid,2025-02-01,883
europepmc,hyaluronic acid,2025-03-01,915
europepmc,hyaluronic acid,2025-04-01,1002
europepmc,hyaluronic acid,2025-05-01,967
europepmc,hyaluronic acid,2025-06-01,947
europepmc,hyaluronic acid,2025-07-01,1099
europepmc,hyaluronic acid,2025-08-01,1007
europepmc,hyaluronic acid,2025-09-01,1014
europepmc,hyaluronic acid,2025-10-01,1062
europepmc,hyaluronic acid,2025-11-01,995
europepmc,hyaluronic acid,2025-12-01,1030
europepmc,hyaluronic acid,2026-01-01,1148
europepmc,hyaluronic acid,2026-02-01,870
europepmc,hyaluronic acid,2026-03-01,1016
europepmc,hyaluronic acid,2026-04-01,968
europepmc,hyaluronic acid,2026-05-01,856
europepmc,hyaluronic acid,2026-06-01,658
europepmc,hyaluronic acid,2026-07-01,294
europepmc,hyaluronic acid,2026-08-01,151
europepmc,madecassoside,2019-01-01,4
europepmc,madecassoside,2019-02-01,0
europepmc,madecassoside,2019-03-01,4
europepmc,madecassoside,2019-04-01,7
europepmc,madecassoside,2019-05-01,1
europepmc,madecassoside,2019-06-01,2
europepmc,madecassoside,2019-07-01,9
europepmc,madecassoside,2019-08-01,3
europepmc,madecassoside,2019-09-01,5
europepmc,madecassoside,2019-10-01,1
europepmc,madecassoside,2019-11-01,3
europepmc,madecassoside,2019-12-01,4
europepmc,madecassoside,2020-01-01,3
europepmc,madecassoside,2020-02-01,5
europepmc,madecassoside,2020-03-01,2
europepmc,madecassoside,2020-04-01,4
europepmc,madecassoside,2020-05-01,4
europepmc,madecassoside,2020-06-01,5
europepmc,madecassoside,2020-07-01,5
europepmc,madecassoside,2020-08-01,3
europepmc,madecassoside,2020-09-01,8
europepmc,madecassoside,2020-10-01,6
europepmc,madecassoside,2020-11-01,7
europepmc,madecassoside,2020-12-01,5
europepmc,madecassoside,2021-01-01,8
europepmc,madecassoside,2021-02-01,2
europepmc,madecassoside,2021-03-01,6
europepmc,madecassoside,2021-04-01,8
europepmc,madecassoside,2021-05-01,3
europepmc,madecassoside,2021-06-01,6
europepmc,madecassoside,2021-07-01,12
europepmc,madecassoside,2021-08-01,1
europepmc,madecassoside,2021-09-01,8
europepmc,madecassoside,2021-10-01,7
europepmc,madecassoside,2021-11-01,5
europepmc,madecassoside,2021-12-01,9
europepmc,madecassoside,2022-01-01,12
europepmc,madecassoside,2022-02-01,6
europepmc,madecassoside,2022-03-01,5
europepmc,madecassoside,2022-04-01,5
europepmc,madecassoside,2022-05-01,5
europepmc,madecassoside,2022-06-01,1
europepmc,madecassoside,2022-07-01,5
europepmc,madecassoside,2022-08-01,12
europepmc,madecassoside,2022-09-01,7
europepmc,madecassoside,2022-10-01,7
europepmc,madecassoside,2022-11-01,6
europepmc,madecassoside,2022-12-01,6
europepmc,madecassoside,2023-01-01,4
europepmc,madecassoside,2023-02-01,9
europepmc,madecassoside,2023-03-01,7
europepmc,madecassoside,2023-04-01,7
europepmc,madecassoside,2023-05-01,5
europepmc,madecassoside,2023-06-01,8
europepmc,madecassoside,2023-07-01,11
europepmc,madecassoside,2023-08-01,5
europepmc,madecassoside,2023-09-01,5
europepmc,madecassoside,2023-10-01,5
europepmc,madecassoside,2023-11-01,7
europepmc,madecassoside,2023-12-01,6
europepmc,madecassoside,2024-01-01,12
europepmc,madecassoside,2024-02-01,5
europepmc,madecassoside,2024-03-01,4
europepmc,madecassoside,2024-04-01,12
europepmc,madecassoside,2024-05-01,8
europepmc,madecassoside,2024-06-01,4
europepmc,madecassoside,2024-07-01,10
europepmc,madecassoside,2024-08-01,3
europepmc,madecassoside,2024-09-01,10
europepmc,madecassoside,2024-10-01,9
europepmc,madecassoside,2024-11-01,7
europepmc,madecassoside,2024-12-01,6
europepmc,madecassoside,2025-01-01,11
europepmc,madecassoside,2025-02-01,10
europepmc,madecassoside,2025-03-01,9
europepmc,madecassoside,2025-04-01,10
europepmc,madecassoside,2025-05-01,10
europepmc,madecassoside,2025-06-01,9
europepmc,madecassoside,2025-07-01,21
europepmc,madecassoside,2025-08-01,17
europepmc,madecassoside,2025-09-01,14
europepmc,madecassoside,2025-10-01,11
europepmc,madecassoside,2025-11-01,16
europepmc,madecassoside,2025-12-01,8
europepmc,madecassoside,2026-01-01,12
europepmc,madecassoside,2026-02-01,8
europepmc,madecassoside,2026-03-01,12
europepmc,madecassoside,2026-04-01,8
europepmc,madecassoside,2026-05-01,9
europepmc,madecassoside,2026-06-01,5
europepmc,madecassoside,2026-07-01,2
europepmc,madecassoside,2026-08-01,1
europepmc,niacinamide,2019-01-01,55
europepmc,niacinamide,2019-02-01,38
europepmc,niacinamide,2019-03-01,38
europepmc,niacinamide,2019-04-01,27
europepmc,niacinamide,2019-05-01,41
europepmc,niacinamide,2019-06-01,36
europepmc,niacinamide,2019-07-01,49
europepmc,niacinamide,2019-08-01,23
europepmc,niacinamide,2019-09-01,29
europepmc,niacinamide,2019-10-01,44
europepmc,niacinamide,2019-11-01,38
europepmc,niacinamide,2019-12-01,45
europepmc,niacinamide,2020-01-01,50
europepmc,niacinamide,2020-02-01,45
europepmc,niacinamide,2020-03-01,39
europepmc,niacinamide,2020-04-01,41
europepmc,niacinamide,2020-05-01,54
europepmc,niacinamide,2020-06-01,53
europepmc,niacinamide,2020-07-01,45
europepmc,niacinamide,2020-08-01,52
europepmc,niacinamide,2020-09-01,43
europepmc,niacinamide,2020-10-01,57
europepmc,niacinamide,2020-11-01,55
europepmc,niacinamide,2020-12-01,42
europepmc,niacinamide,2021-01-01,73
europepmc,niacinamide,2021-02-01,40
europepmc,niacinamide,2021-03-01,62
europepmc,niacinamide,2021-04-01,51
europepmc,niacinamide,2021-05-01,43
europepmc,niacinamide,2021-06-01,57
europepmc,niacinamide,2021-07-01,69
europepmc,niacinamide,2021-08-01,41
europepmc,niacinamide,2021-09-01,66
europepmc,niacinamide,2021-10-01,48
europepmc,niacinamide,2021-11-01,48
europepmc,niacinamide,2021-12-01,40
europepmc,niacinamide,2022-01-01,81
europepmc,niacinamide,2022-02-01,50
europepmc,niacinamide,2022-03-01,67
europepmc,niacinamide,2022-04-01,50
europepmc,niacinamide,2022-05-01,55
europepmc,niacinamide,2022-06-01,51
europepmc,niacinamide,2022-07-01,69
europepmc,niacinamide,2022-08-01,77
europepmc,niacinamide,2022-09-01,79
europepmc,niacinamide,2022-10-01,67
europepmc,niacinamide,2022-11-01,59
europepmc,niacinamide,2022-12-01,89
europepmc,niacinamide,2023-01-01,94
europepmc,niacinamide,2023-02-01,56
europepmc,niacinamide,2023-03-01,82
europepmc,niacinamide,2023-04-01,56
europepmc,niacinamide,2023-05-01,57
europepmc,niacinamide,2023-06-01,53
europepmc,niacinamide,2023-07-01,77
europepmc,niacinamide,2023-08-01,54
europepmc,niacinamide,2023-09-01,56
europepmc,niacinamide,2023-10-01,59
europepmc,niacinamide,2023-11-01,67
europepmc,niacinamide,2023-12-01,76
europepmc,niacinamide,2024-01-01,78
europepmc,niacinamide,2024-02-01,65
europepmc,niacinamide,2024-03-01,77
europepmc,niacinamide,2024-04-01,59
europepmc,niacinamide,2024-05-01,75
europepmc,niacinamide,2024-06-01,77
europepmc,niacinamide,2024-07-01,86
europepmc,niacinamide,2024-08-01,77
europepmc,niacinamide,2024-09-01,92
europepmc,niacinamide,2024-10-01,77
europepmc,niacinamide,2024-11-01,88
europepmc,niacinamide,2024-12-01,67
europepmc,niacinamide,2025-01-01,88
europepmc,niacinamide,2025-02-01,83
europepmc,niacinamide,2025-03-01,86
europepmc,niacinamide,2025-04-01,74
europepmc,niacinamide,2025-05-01,85
europepmc,niacinamide,2025-06-01,89
europepmc,niacinamide,2025-07-01,101
europepmc,niacinamide,2025-08-01,81
europepmc,niacinamide,2025-09-01,88
europepmc,niacinamide,2025-10-01,92
europepmc,niacinamide,2025-11-01,66
europepmc,niacinamide,2025-12-01,86
europepmc,niacinamide,2026-01-01,101
europepmc,niacinamide,2026-02-01,77
europepmc,niacinamide,2026-03-01,84
europepmc,niacinamide,2026-04-01,72
europepmc,niacinamide,2026-05-01,71
europepmc,niacinamide,2026-06-01,50
europepmc,niacinamide,2026-07-01,18
europepmc,niacinamide,2026-08-01,10
europepmc,panthenol,2019-01-01,6
europepmc,panthenol,2019-02-01,3
europepmc,panthenol,2019-03-01,3
europepmc,panthenol,2019-04-01,4
europepmc,panthenol,2019-05-01,6
europepmc,panthenol,2019-06-01,3
europepmc,panthenol,2019-07-01,1
europepmc,panthenol,2019-08-01,1
europepmc,panthenol,2019-09-01,3
europepmc,panthenol,2019-10-01,3
europepmc,panthenol,2019-11-01,4
europepmc,panthenol,2019-12-01,4
europepmc,panthenol,2020-01-01,4
europepmc,panthenol,2020-02-01,7
europepmc,panthenol,2020-03-01,2
europepmc,panthenol,2020-04-01,1
europepmc,panthenol,2020-05-01,8
europepmc,panthenol,2020-06-01,4
europepmc,panthenol,2020-07-01,7
europepmc,panthenol,2020-08-01,6
europepmc,panthenol,2020-09-01,3
europepmc,panthenol,2020-10-01,10
europepmc,panthenol,2020-11-01,3
europepmc,panthenol,2020-12-01,4
europepmc,panthenol,2021-01-01,5
europepmc,panthenol,2021-02-01,3
europepmc,panthenol,2021-03-01,5
europepmc,panthenol,2021-04-01,8
europepmc,panthenol,2021-05-01,6
europepmc,panthenol,2021-06-01,5
europepmc,panthenol,2021-07-01,4
europepmc,panthenol,2021-08-01,7
europepmc,panthenol,2021-09-01,4
europepmc,panthenol,2021-10-01,9
europepmc,panthenol,2021-11-01,9
europepmc,panthenol,2021-12-01,3
europepmc,panthenol,2022-01-01,10
europepmc,panthenol,2022-02-01,10
europepmc,panthenol,2022-03-01,9
europepmc,panthenol,2022-04-01,4
europepmc,panthenol,2022-05-01,7
europepmc,panthenol,2022-06-01,8
europepmc,panthenol,2022-07-01,5
europepmc,panthenol,2022-08-01,6
europepmc,panthenol,2022-09-01,12
europepmc,panthenol,2022-10-01,7
europepmc,panthenol,2022-11-01,11
europepmc,panthenol,2022-12-01,8
europepmc,panthenol,2023-01-01,15
europepmc,panthenol,2023-02-01,7
europepmc,panthenol,2023-03-01,12
europepmc,panthenol,2023-04-01,11
europepmc,panthenol,2023-05-01,8
europepmc,panthenol,2023-06-01,8
europepmc,panthenol,2023-07-01,9
europepmc,panthenol,2023-08-01,7
europepmc,panthenol,2023-09-01,7
europepmc,panthenol,2023-10-01,13
europepmc,panthenol,2023-11-01,12
europepmc,panthenol,2023-12-01,7
europepmc,panthenol,2024-01-01,11
europepmc,panthenol,2024-02-01,12
europepmc,panthenol,2024-03-01,12
europepmc,panthenol,2024-04-01,11
europepmc,panthenol,2024-05-01,15
europepmc,panthenol,2024-06-01,12
europepmc,panthenol,2024-07-01,15
europepmc,panthenol,2024-08-01,7
europepmc,panthenol,2024-09-01,20
europepmc,panthenol,2024-10-01,11
europepmc,panthenol,2024-11-01,9
europepmc,panthenol,2024-12-01,13
europepmc,panthenol,2025-01-01,17
europepmc,panthenol,2025-02-01,11
europepmc,panthenol,2025-03-01,14
europepmc,panthenol,2025-04-01,14
europepmc,panthenol,2025-05-01,13
europepmc,panthenol,2025-06-01,7
europepmc,panthenol,2025-07-01,24
europepmc,panthenol,2025-08-01,22
europepmc,panthenol,2025-09-01,18
europepmc,panthenol,2025-10-01,10
europepmc,panthenol,2025-11-01,10
europepmc,panthenol,2025-12-01,15
europepmc,panthenol,2026-01-01,17
europepmc,panthenol,2026-02-01,19
europepmc,panthenol,2026-03-01,16
europepmc,panthenol,2026-04-01,10
europepmc,panthenol,2026-05-01,13
europepmc,panthenol,2026-06-01,11
europepmc,panthenol,2026-07-01,3
europepmc,panthenol,2026-08-01,1
europepmc,polydeoxyribonucleotide,2019-01-01,2
europepmc,polydeoxyribonucleotide,2019-02-01,0
europepmc,polydeoxyribonucleotide,2019-03-01,1
europepmc,polydeoxyribonucleotide,2019-04-01,3
europepmc,polydeoxyribonucleotide,2019-05-01,1
europepmc,polydeoxyribonucleotide,2019-06-01,0
europepmc,polydeoxyribonucleotide,2019-07-01,2
europepmc,polydeoxyribonucleotide,2019-08-01,2
europepmc,polydeoxyribonucleotide,2019-09-01,2
europepmc,polydeoxyribonucleotide,2019-10-01,3
europepmc,polydeoxyribonucleotide,2019-11-01,1
europepmc,polydeoxyribonucleotide,2019-12-01,1
europepmc,polydeoxyribonucleotide,2020-01-01,3
europepmc,polydeoxyribonucleotide,2020-02-01,4
europepmc,polydeoxyribonucleotide,2020-03-01,4
europepmc,polydeoxyribonucleotide,2020-04-01,1
europepmc,polydeoxyribonucleotide,2020-05-01,5
europepmc,polydeoxyribonucleotide,2020-06-01,1
europepmc,polydeoxyribonucleotide,2020-07-01,3
europepmc,polydeoxyribonucleotide,2020-08-01,2
europepmc,polydeoxyribonucleotide,2020-09-01,5
europepmc,polydeoxyribonucleotide,2020-10-01,6
europepmc,polydeoxyribonucleotide,2020-11-01,3
europepmc,polydeoxyribonucleotide,2020-12-01,4
europepmc,polydeoxyribonucleotide,2021-01-01,2
europepmc,polydeoxyribonucleotide,2021-02-01,1
europepmc,polydeoxyribonucleotide,2021-03-01,4
europepmc,polydeoxyribonucleotide,2021-04-01,0
europepmc,polydeoxyribonucleotide,2021-05-01,6
europepmc,polydeoxyribonucleotide,2021-06-01,6
europepmc,polydeoxyribonucleotide,2021-07-01,7
europepmc,polydeoxyribonucleotide,2021-08-01,1
europepmc,polydeoxyribonucleotide,2021-09-01,1
europepmc,polydeoxyribonucleotide,2021-10-01,3
europepmc,polydeoxyribonucleotide,2021-11-01,6
europepmc,polydeoxyribonucleotide,2021-12-01,2
europepmc,polydeoxyribonucleotide,2022-01-01,3
europepmc,polydeoxyribonucleotide,2022-02-01,6
europepmc,polydeoxyribonucleotide,2022-03-01,4
europepmc,polydeoxyribonucleotide,2022-04-01,3
europepmc,polydeoxyribonucleotide,2022-05-01,6
europepmc,polydeoxyribonucleotide,2022-06-01,2
europepmc,polydeoxyribonucleotide,2022-07-01,2
europepmc,polydeoxyribonucleotide,2022-08-01,9
europepmc,polydeoxyribonucleotide,2022-09-01,2
europepmc,polydeoxyribonucleotide,2022-10-01,5
europepmc,polydeoxyribonucleotide,2022-11-01,8
europepmc,polydeoxyribonucleotide,2022-12-01,4
europepmc,polydeoxyribonucleotide,2023-01-01,2
europepmc,polydeoxyribonucleotide,2023-02-01,5
europepmc,polydeoxyribonucleotide,2023-03-01,3
europepmc,polydeoxyribonucleotide,2023-04-01,7
europepmc,polydeoxyribonucleotide,2023-05-01,6
europepmc,polydeoxyribonucleotide,2023-06-01,5
europepmc,polydeoxyribonucleotide,2023-07-01,4
europepmc,polydeoxyribonucleotide,2023-08-01,4
europepmc,polydeoxyribonucleotide,2023-09-01,8
europepmc,polydeoxyribonucleotide,2023-10-01,8
europepmc,polydeoxyribonucleotide,2023-11-01,2
europepmc,polydeoxyribonucleotide,2023-12-01,7
europepmc,polydeoxyribonucleotide,2024-01-01,4
europepmc,polydeoxyribonucleotide,2024-02-01,3
europepmc,polydeoxyribonucleotide,2024-03-01,4
europepmc,polydeoxyribonucleotide,2024-04-01,9
europepmc,polydeoxyribonucleotide,2024-05-01,4
europepmc,polydeoxyribonucleotide,2024-06-01,3
europepmc,polydeoxyribonucleotide,2024-07-01,9
europepmc,polydeoxyribonucleotide,2024-08-01,9
europepmc,polydeoxyribonucleotide,2024-09-01,3
europepmc,polydeoxyribonucleotide,2024-10-01,3
europepmc,polydeoxyribonucleotide,2024-11-01,4
europepmc,polydeoxyribonucleotide,2024-12-01,5
europepmc,polydeoxyribonucleotide,2025-01-01,9
europepmc,polydeoxyribonucleotide,2025-02-01,8
europepmc,polydeoxyribonucleotide,2025-03-01,3
europepmc,polydeoxyribonucleotide,2025-04-01,5
europepmc,polydeoxyribonucleotide,2025-05-01,7
europepmc,polydeoxyribonucleotide,2025-06-01,7
europepmc,polydeoxyribonucleotide,2025-07-01,7
europepmc,polydeoxyribonucleotide,2025-08-01,11
europepmc,polydeoxyribonucleotide,2025-09-01,11
europepmc,polydeoxyribonucleotide,2025-10-01,6
europepmc,polydeoxyribonucleotide,2025-11-01,13
europepmc,polydeoxyribonucleotide,2025-12-01,20
europepmc,polydeoxyribonucleotide,2026-01-01,13
europepmc,polydeoxyribonucleotide,2026-02-01,9
europepmc,polydeoxyribonucleotide,2026-03-01,11
europepmc,polydeoxyribonucleotide,2026-04-01,5
europepmc,polydeoxyribonucleotide,2026-05-01,11
europepmc,polydeoxyribonucleotide,2026-06-01,11
europepmc,polydeoxyribonucleotide,2026-07-01,6
europepmc,polydeoxyribonucleotide,2026-08-01,4
europepmc,retinaldehyde,2019-01-01,26
europepmc,retinaldehyde,2019-02-01,28
europepmc,retinaldehyde,2019-03-01,15
europepmc,retinaldehyde,2019-04-01,27
europepmc,retinaldehyde,2019-05-01,24
europepmc,retinaldehyde,2019-06-01,11
europepmc,retinaldehyde,2019-07-01,26
europepmc,retinaldehyde,2019-08-01,32
europepmc,retinaldehyde,2019-09-01,18
europepmc,retinaldehyde,2019-10-01,21
europepmc,retinaldehyde,2019-11-01,25
europepmc,retinaldehyde,2019-12-01,32
europepmc,retinaldehyde,2020-01-01,35
europepmc,retinaldehyde,2020-02-01,25
europepmc,retinaldehyde,2020-03-01,31
europepmc,retinaldehyde,2020-04-01,41
europepmc,retinaldehyde,2020-05-01,19
europepmc,retinaldehyde,2020-06-01,29
europepmc,retinaldehyde,2020-07-01,27
europepmc,retinaldehyde,2020-08-01,33
europepmc,retinaldehyde,2020-09-01,28
europepmc,retinaldehyde,2020-10-01,36
europepmc,retinaldehyde,2020-11-01,25
europepmc,retinaldehyde,2020-12-01,19
europepmc,retinaldehyde,2021-01-01,45
europepmc,retinaldehyde,2021-02-01,34
europepmc,retinaldehyde,2021-03-01,25
europepmc,retinaldehyde,2021-04-01,21
europepmc,retinaldehyde,2021-05-01,30
europepmc,retinaldehyde,2021-06-01,25
europepmc,retinaldehyde,2021-07-01,31
europepmc,retinaldehyde,2021-08-01,28
europepmc,retinaldehyde,2021-09-01,39
europepmc,retinaldehyde,2021-10-01,30
europepmc,retinaldehyde,2021-11-01,30
europepmc,retinaldehyde,2021-12-01,32
europepmc,retinaldehyde,2022-01-01,23
europepmc,retinaldehyde,2022-02-01,18
europepmc,retinaldehyde,2022-03-01,33
europepmc,retinaldehyde,2022-04-01,29
europepmc,retinaldehyde,2022-05-01,26
europepmc,retinaldehyde,2022-06-01,34
europepmc,retinaldehyde,2022-07-01,36
europepmc,retinaldehyde,2022-08-01,27
europepmc,retinaldehyde,2022-09-01,27
